session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-16-20260727T153000-034,P16,2026-07-27T15:30:00+06:00,stackoverflow.com,specific_information,10,631,15,27,65,88,1,0
DS-16-20260727T173000-035,P16,2026-07-27T17:30:00+06:00,thedailystar.net,learning_or_tutorial,45,2636,56,253,6,250,7,0
DS-16-20260727T181756-036,P16,2026-07-27T18:17:56+06:00,medium.com,specific_information,3,265,7,14,0,30,0,1
DS-16-20260728T100000-037,P16,2026-07-28T10:00:00+06:00,banglatribune.com,specific_information,10,467,9,44,1,99,2,0
DS-16-20260728T104500-038,P16,2026-07-28T10:45:00+06:00,edx.org,learning_or_tutorial,10,537,10,43,8,103,0,0
DS-16-20260728T143000-039,P16,2026-07-28T14:30:00+06:00,stackoverflow.com,work_or_study,15,648,19,29,77,133,1,0
DS-16-20260728T160000-040,P16,2026-07-28T16:00:00+06:00,github.com,work_or_study,45,5109,173,268,549,597,14,0
DS-16-20260729T081500-041,P16,2026-07-29T08:15:00+06:00,drive.google.com,learning_or_tutorial,10,856,26,33,80,84,3,0
DS-16-20260729T114500-042,P16,2026-07-29T11:45:00+06:00,theguardian.com,work_or_study,30,3267,90,439,12,449,13,1
DS-16-20260730T080000-043,P16,2026-07-30T08:00:00+06:00,khanacademy.org,work_or_study,15,809,19,72,21,232,3,1
DS-16-20260730T083000-044,P16,2026-07-30T08:30:00+06:00,wikipedia.org,work_or_study,10,469,6,37,8,66,2,0
DS-16-20260730T164500-045,P16,2026-07-30T16:45:00+06:00,youtube.com,planned_entertainment_or_break,10,1355,9,20,1,348,8,1
DS-16-20260730T190000-046,P16,2026-07-30T19:00:00+06:00,10minuteschool.com,work_or_study,30,1692,22,105,29,119,7,1
DS-16-20260731T103000-047,P16,2026-07-31T10:30:00+06:00,twitch.tv,planned_entertainment_or_break,10,394,1,6,1,149,2,0
DS-16-20260731T160000-048,P16,2026-07-31T16:00:00+06:00,youtube.com,planned_entertainment_or_break,10,1285,13,28,2,230,2,0
DS-16-20260731T180000-049,P16,2026-07-31T18:00:00+06:00,mail.google.com,open_ended_browsing,30,1431,41,42,166,211,4,1
DS-16-20260731T214500-050,P16,2026-07-31T21:45:00+06:00,teams.microsoft.com,open_ended_browsing,15,1710,95,168,270,203,5,0
