session_id,participant_id,start_time,domain,declared_intention,intended_duration_minutes,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,focus_loss_count,drift_label
DS-15-20260727T160000-036,P15,2026-07-27T16:00:00+06:00,github.com,work_or_study,45,1504,40,59,111,187,3,0
DS-15-20260727T184500-037,P15,2026-07-27T18:45:00+06:00,facebook.com,communication_or_community,30,1980,61,276,78,325,7,0
DS-15-20260727T204500-038,P15,2026-07-27T20:45:00+06:00,facebook.com,planned_entertainment_or_break,30,2009,71,306,46,223,6,0
DS-15-20260727T230000-039,P15,2026-07-27T23:00:00+06:00,prothomalo.com,open_ended_browsing,5,487,10,59,3,85,1,1
DS-15-20260728T080000-040,P15,2026-07-28T08:00:00+06:00,edx.org,learning_or_tutorial,45,3361,73,262,67,758,0,0
DS-15-20260728T091500-041,P15,2026-07-28T09:15:00+06:00,khanacademy.org,learning_or_tutorial,10,372,11,23,6,76,2,0
DS-15-20260728T204500-042,P15,2026-07-28T20:45:00+06:00,notion.so,work_or_study,45,1613,47,82,161,270,3,1
DS-15-20260729T141500-043,P15,2026-07-29T14:15:00+06:00,youtube.com,learning_or_tutorial,15,589,8,16,2,131,0,0
DS-15-20260729T171500-044,P15,2026-07-29T17:15:00+06:00,youtube.com,open_ended_browsing,10,793,6,20,0,201,2,1
DS-15-20260729T193000-045,P15,2026-07-29T19:30:00+06:00,wikipedia.org,work_or_study,45,3382,73,230,48,309,4,1
DS-15-20260729T203422-046,P15,2026-07-29T20:34:22+06:00,edx.org,learning_or_tutorial,30,1376,50,139,25,126,1,1
DS-15-20260730T120000-047,P15,2026-07-30T12:00:00+06:00,prothomalo.com,specific_information,3,108,3,12,0,9,0,0
DS-15-20260730T181500-048,P15,2026-07-30T18:15:00+06:00,figma.com,work_or_study,10,995,21,49,107,194,0,0
DS-15-20260730T203000-049,P15,2026-07-30T20:30:00+06:00,linkedin.com,specific_information,5,676,26,43,98,158,0,1
DS-15-20260731T073000-050,P15,2026-07-31T07:30:00+06:00,coursera.org,work_or_study,15,1397,27,89,23,292,1,1
DS-15-20260731T103000-051,P15,2026-07-31T10:30:00+06:00,slack.com,learning_or_tutorial,15,983,44,77,167,149,0,1
DS-15-20260731T130000-052,P15,2026-07-31T13:00:00+06:00,reddit.com,communication_or_community,20,1958,95,421,108,284,1,1
DS-15-20260731T141500-053,P15,2026-07-31T14:15:00+06:00,bdnews24.com,planned_entertainment_or_break,20,987,15,82,0,220,1,1
DS-15-20260731T163000-054,P15,2026-07-31T16:30:00+06:00,linkedin.com,work_or_study,20,1476,41,68,124,118,1,0
DS-15-20260731T174500-055,P15,2026-07-31T17:45:00+06:00,bdnews24.com,work_or_study,30,1142,18,88,2,170,1,1
DS-15-20260731T233000-056,P15,2026-07-31T23:30:00+06:00,bdnews24.com,work_or_study,15,968,16,90,3,249,1,0
